name,nct_ids,trial_count,evidence_used,previous_pipeline_scope,new_pipeline_scope,diagnostic_subtype,confidence,previously_leaked_into_therapeutic_dashboard
Cognitive Tests,NCT06711952,1,intervention type is DIAGNOSTIC_TEST,Diagnostic Agent,Diagnostic Agent,,medium,False
Cognitive assessment,NCT03991624; NCT04614532; NCT06213766,3,intervention type is DIAGNOSTIC_TEST,Diagnostic Agent,Diagnostic Agent,,medium,False
Collection of nasal secretion,NCT05791552,1,intervention type is DIAGNOSTIC_TEST,Diagnostic Agent,Diagnostic Agent,,medium,False
Computer assisted ambulatory electroencephalogram,NCT04002583,1,intervention type is DIAGNOSTIC_TEST,Diagnostic Agent,Diagnostic Agent,,medium,False
Cytology and Immunohistochemistry,NCT03299062,1,intervention type is DIAGNOSTIC_TEST,Diagnostic Agent,Diagnostic Agent,,medium,False
DSPE-DOTA-Gd Liposomal Injection,NCT05453539,1,"drug/biologic used as a pharmacological challenge/probe agent or for diagnostic-tool/contrast-imaging development in this trial, not as an investigational AD treatment",Diagnostic Agent,Diagnostic Agent,Amyloid PET tracer,high,False
Diagnosis of MCI versus No MCI (SCI or healthy patient),NCT03138018,1,intervention type is DIAGNOSTIC_TEST,Diagnostic Agent,Diagnostic Agent,,medium,False
Digitial Diagnostics of Dementia (DDD),NCT07558785,1,intervention type is DIAGNOSTIC_TEST,Diagnostic Agent,Diagnostic Agent,,medium,False
"Elecsys (Roche) Abeta42, Ttau and Ptau",NCT03174938,1,intervention type is DIAGNOSTIC_TEST,Diagnostic Agent,Diagnostic Agent,,medium,False
Electroencephalogram,NCT06826157,1,intervention type is DIAGNOSTIC_TEST,Diagnostic Agent,Diagnostic Agent,,medium,False
Eye movements will be recorded using video-oculography techniques based on both the corneal reflection principle and an infra-red light beam,NCT01434940,1,"drug/biologic used as a pharmacological challenge/probe agent or for diagnostic-tool/contrast-imaging development in this trial, not as an investigational AD treatment",Diagnostic Agent,Diagnostic Agent,PET tracer,high,False
F 18 T807,NCT02707978,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Tau PET tracer,high,False
F-18 AV 1451,NCT02740634,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Tau PET tracer,high,False
F-18 AV-45,NCT03430869,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Tau PET tracer,high,False
F-18 FDG,NCT00950430; NCT01609335,2,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Amyloid PET tracer,high,False
F-18-AV45,NCT04174287,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Amyloid PET tracer,high,False
F-18-THK-5351,NCT02686216; NCT03430869,2,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Tau PET tracer,high,False
F18-AV45,NCT01624389,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Amyloid PET tracer,high,False
FDG-PET,NCT00757939; NCT02317250,2,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,PET tracer,high,False
FDG-PET Scan,NCT00811122,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Amyloid PET tracer,high,False
FDG-PET brain scan,NCT00329706,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,PET tracer,high,False
Florbetaben,NCT02362880; NCT03744312,2,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Amyloid PET tracer,high,False
Florbetaben (BAY94-9172),NCT00750282; NCT01020838; NCT01138111,3,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Amyloid PET tracer,high,False
Florbetapir (18F),NCT01660815; NCT01662882; NCT01703702; NCT01890343; NCT02029547; NCT02107599; NCT02120664; NCT02164643,8,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Amyloid PET tracer,high,False
Florbetapir F 18,NCT00702143; NCT00855868; NCT00857415; NCT00857506; NCT01447719; NCT01518374; NCT01550549; NCT01564706; NCT01565291; NCT01565330; NCT01565343; NCT01565356; NCT01565369; NCT01565382; NCT02016560; NCT02051764; NCT02051790; NCT03019536; NCT04474405,19,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Amyloid PET tracer,high,False
Florbetapir F 18 (18F-AV-45),NCT01606488,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Amyloid PET tracer,high,False
Florbetapir F18,NCT01946243; NCT02667496,2,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Amyloid PET tracer,high,False
Florbetapir F18 imaging,NCT02759887,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Amyloid PET tracer,high,False
Flortaucipir F18,NCT01992380; NCT02016560; NCT02051764; NCT02278354; NCT02278367; NCT02336360; NCT02350634; NCT02516046; NCT02795780; NCT03019536; NCT03322462; NCT03467477; NCT03901105; NCT04468347; NCT04474405; NCT06297590,16,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Tau PET tracer,high,False
Fludeoxyglucose F18 (FDG),NCT02759887,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,PET tracer,high,False
Fluorodeoxyglucose (FDG) Positron emission tomography (PET),NCT04311515,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,PET tracer,high,False
Fluorodeoxyglucose-PET,NCT02494531,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Amyloid PET tracer,high,False
Flutemetamol (18F),NCT02164643,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Amyloid PET tracer,high,False
Flutemetamol (18F) Injection,NCT01028053,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Amyloid PET tracer,high,False
Flutemetamol (Vizamyl),NCT02353949,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Amyloid PET tracer,high,False
Flutemetamol F18 Injection,NCT03174938,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Amyloid PET tracer,high,False
Fractional diuresis,NCT05629871,1,intervention type is DIAGNOSTIC_TEST,Diagnostic Agent,Diagnostic Agent,,medium,False
Geriatric Depression Scale (GDS-15),NCT07558785,1,intervention type is DIAGNOSTIC_TEST,Diagnostic Agent,Diagnostic Agent,,medium,False
IUDS,NCT05785910,1,intervention type is DIAGNOSTIC_TEST,Diagnostic Agent,Diagnostic Agent,,medium,False
Kit Buccal swab collection & stabilization de Canvax®,NCT06275243,1,intervention type is DIAGNOSTIC_TEST,Diagnostic Agent,Diagnostic Agent,,medium,False
LPS,NCT04057807,1,"drug/biologic used as a pharmacological challenge/probe agent or for diagnostic-tool/contrast-imaging development in this trial, not as an investigational AD treatment",Diagnostic Agent,Diagnostic Agent,TSPO/neuroinflammation PET tracer,high,False
"Lumipulse (Fujirebio) Abeta42, Ttau and Ptau",NCT03174938,1,intervention type is DIAGNOSTIC_TEST,Diagnostic Agent,Diagnostic Agent,,medium,False
MK-6240,NCT06600880,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Tau PET tracer,high,False
MMSE-RUN and MMSE GRECO,NCT07251647,1,intervention type is DIAGNOSTIC_TEST,Diagnostic Agent,Diagnostic Agent,,medium,False
MNI-330 as a brain SPECT tracer of Beta-Amyloid,NCT00657813,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Amyloid PET tracer,high,False
MR brain,NCT04099823,1,intervention type is DIAGNOSTIC_TEST,Diagnostic Agent,Diagnostic Agent,,medium,False
Magnetic Resonance Imaging (MRI),NCT02843906,1,RADIATION-type intervention with imaging/scan wording,Diagnostic Agent,Diagnostic Agent,Tau PET tracer,medium,False
Magnetic resonance imaging,NCT01815112,1,"drug/biologic used as a pharmacological challenge/probe agent or for diagnostic-tool/contrast-imaging development in this trial, not as an investigational AD treatment",Diagnostic Agent,Diagnostic Agent,PET tracer,high,False
Measurement of serum level of anti-dementia drug,NCT04117178,1,intervention type is DIAGNOSTIC_TEST,Diagnostic Agent,Diagnostic Agent,,medium,False
MicRNAs battery,NCT04137926,1,intervention type is DIAGNOSTIC_TEST,Diagnostic Agent,Diagnostic Agent,,medium,False
MyCog,NCT05607732,1,intervention type is DIAGNOSTIC_TEST,Diagnostic Agent,Diagnostic Agent,,medium,False
Neuraceq (florbetaben 18F),NCT02681172,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Amyloid PET tracer,high,False
Neuropsychological test battery,NCT03333096,1,intervention type is DIAGNOSTIC_TEST,Diagnostic Agent,Diagnostic Agent,,medium,False
Olfactory test,NCT03698760,1,intervention type is DIAGNOSTIC_TEST,Diagnostic Agent,Diagnostic Agent,,medium,False
Optical coherence tomography (OCT),NCT04794634,1,intervention type is DIAGNOSTIC_TEST,Diagnostic Agent,Diagnostic Agent,,medium,False
Optical coherence tomograpohy angiography (OCTA),NCT04794634,1,intervention type is DIAGNOSTIC_TEST,Diagnostic Agent,Diagnostic Agent,,medium,False
Overnight polysomnography,NCT03923569,1,intervention type is DIAGNOSTIC_TEST,Diagnostic Agent,Diagnostic Agent,,medium,False
PET amyloid tracer (Florbetapir F18 AV45 F18,NCT01746706,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Amyloid PET tracer,high,False
PET scan using florbetapir,NCT01459016,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Amyloid PET tracer,high,False
"PET-MR measurement with a norepinephrine transporter (NET)-selective radiotracer (S,S)-[11C]Omethylreboxetine ([11C]MRB)",NCT04403165,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Tau PET tracer,high,False
PET-scan18F-AV-45,NCT03378453,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Amyloid PET tracer,high,False
PET/CT with RO958 (experimental),NCT06618872,1,intervention type is DIAGNOSTIC_TEST,Diagnostic Agent,Diagnostic Agent,,medium,False
PET/MR Imaging,NCT05336695,1,intervention type is DIAGNOSTIC_TEST,Diagnostic Agent,Diagnostic Agent,,medium,False
Pittsburgh Compound B,NCT03746366,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Amyloid PET tracer,high,False
Pittsburgh Compound B (C-11 PiB),NCT00950430,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Amyloid PET tracer,high,False
Plasma p-tau217 and neurofilament light chain results,NCT07680335,1,intervention type is DIAGNOSTIC_TEST,Diagnostic Agent,Diagnostic Agent,,medium,False
Positron Emission Tomography (PET) scan,NCT02726906,1,RADIATION-type intervention with imaging/scan wording,Diagnostic Agent,Diagnostic Agent,PET tracer,medium,False
Positron emission tomography,NCT01815112,1,"drug/biologic used as a pharmacological challenge/probe agent or for diagnostic-tool/contrast-imaging development in this trial, not as an investigational AD treatment",Diagnostic Agent,Diagnostic Agent,PET tracer,high,False
Positron-Emission Tomography (TEP) /(FDG),NCT02843906,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Tau PET tracer,high,False
Pramlintide challenge test,NCT03560960,1,"drug/biologic used as a pharmacological challenge/probe agent or for diagnostic-tool/contrast-imaging development in this trial, not as an investigational AD treatment",Diagnostic Agent,Diagnostic Agent,Amyloid PET tracer,high,False
PrecivityAD2 - Delayed Testing,NCT06856681,1,intervention type is DIAGNOSTIC_TEST,Diagnostic Agent,Diagnostic Agent,,medium,False
PrecivityAD2 - Early Testing,NCT06856681,1,intervention type is DIAGNOSTIC_TEST,Diagnostic Agent,Diagnostic Agent,,medium,False
Procedure for patients,NCT06385951,1,intervention type is DIAGNOSTIC_TEST,Diagnostic Agent,Diagnostic Agent,,medium,False
Radioligand 18F-AV-1451,NCT03641768,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,PET tracer,high,False
Retinal fundus photography,NCT04567745,1,intervention type is DIAGNOSTIC_TEST,Diagnostic Agent,Diagnostic Agent,,medium,False
SNUBH-NM-333(18F),NCT02149017,1,"isotope-labeled name pattern (18F/11C-style notation) present, but no confirmed diagnostic study context (ClinicalTrials.gov Primary Purpose, or PET/imaging/radioligand wording in title or brief summary) was found — needs manual review",Non-Drug Intervention,Non-Drug Intervention,,low,False
SPARK Cognitive Status Indicator (software support data collected via EEG),NCT06809725,1,intervention type is DIAGNOSTIC_TEST,Diagnostic Agent,Diagnostic Agent,,medium,False
Scopolamine,NCT02273895,1,"drug/biologic used as a pharmacological challenge/probe agent or for diagnostic-tool/contrast-imaging development in this trial, not as an investigational AD treatment",Diagnostic Agent,Diagnostic Agent,PET tracer,high,False
Tau (18-F-AV-1451),NCT00950430,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Tau PET tracer,high,False
Tau PET scan using MK-6240,NCT03860857,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Tau PET tracer,high,False
Tau Pet,NCT02759887,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Tau PET tracer,high,False
Test of cognitive ability on tablet computer with CoGNIT software,NCT05604183,1,intervention type is DIAGNOSTIC_TEST,Diagnostic Agent,Diagnostic Agent,,medium,False
The Beck Anxiety Inventory (BAI),NCT07558785,1,intervention type is DIAGNOSTIC_TEST,Diagnostic Agent,Diagnostic Agent,,medium,False
The Picture naming and immediate recall test (PICNIR),NCT07558785,1,intervention type is DIAGNOSTIC_TEST,Diagnostic Agent,Diagnostic Agent,,medium,False
The Repeatable Battery for the Assessment of Neuropsychological Status (RBANS),NCT07558785,1,intervention type is DIAGNOSTIC_TEST,Diagnostic Agent,Diagnostic Agent,,medium,False
UHR PET/CT scan of the brain with ¹⁸F-FDG,NCT07509125,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Tau PET tracer,high,False
UHR PET/CT scan of the brain with ¹⁸F-MK6240,NCT07509125,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Tau PET tracer,high,False
Urine pregnancy test,NCT04099823,1,intervention type is DIAGNOSTIC_TEST,Diagnostic Agent,Diagnostic Agent,,medium,False
Urine test,NCT06600880,1,intervention type is DIAGNOSTIC_TEST,Diagnostic Agent,Diagnostic Agent,,medium,False
XTR006,NCT06151795,1,intervention type is DIAGNOSTIC_TEST,Diagnostic Agent,Diagnostic Agent,,medium,False
[11C]-UCB-J,NCT03577262; NCT05911178,2,"isotope-labeled name pattern (18F/11C-style notation) present, but no confirmed diagnostic study context (ClinicalTrials.gov Primary Purpose, or PET/imaging/radioligand wording in title or brief summary) was found — needs manual review",Non-Drug Intervention,Non-Drug Intervention,,low,False
[11C]Acetoacetate[18F]Fluorodeoxyglucose positron emission tomography scan,NCT03130036,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Amyloid PET tracer,high,False
[11C]BU99008,NCT02323217; NCT02874820,2,"isotope-labeled name pattern (18F/11C-style notation) present, but no confirmed diagnostic study context (ClinicalTrials.gov Primary Purpose, or PET/imaging/radioligand wording in title or brief summary) was found — needs manual review",Non-Drug Intervention,Non-Drug Intervention,,low,False
[123-I] AV-83 Injection and Imaging Procedures,NCT00448799,1,RADIATION-type intervention with imaging/scan wording,Diagnostic Agent,Diagnostic Agent,Amyloid PET tracer,medium,False
[123I] IMPY & SPECT Imaging,NCT00287248,1,"isotope-labeled name pattern (18F/11C-style notation) present, but no confirmed diagnostic study context (ClinicalTrials.gov Primary Purpose, or PET/imaging/radioligand wording in title or brief summary) was found — needs manual review",Non-Drug Intervention,Non-Drug Intervention,,low,False
[123I]-MIBG SPECT CT,NCT06120049,1,"isotope-labeled name pattern (18F/11C-style notation) present, but no confirmed diagnostic study context (ClinicalTrials.gov Primary Purpose, or PET/imaging/radioligand wording in title or brief summary) was found — needs manual review",Non-Drug Intervention,Non-Drug Intervention,,low,False
[123I]MNI-672 SPECT,NCT01859767,1,"isotope-labeled name pattern (18F/11C-style notation) present, but no confirmed diagnostic study context (ClinicalTrials.gov Primary Purpose, or PET/imaging/radioligand wording in title or brief summary) was found — needs manual review",Non-Drug Intervention,Non-Drug Intervention,,low,False
[18F]-DPA-714,NCT05911178,1,"isotope-labeled name pattern (18F/11C-style notation) present, but no confirmed diagnostic study context (ClinicalTrials.gov Primary Purpose, or PET/imaging/radioligand wording in title or brief summary) was found — needs manual review",Non-Drug Intervention,Non-Drug Intervention,,low,False
[18F]-FE-PE2I PET CT or PET MRI,NCT06120049,1,"isotope-labeled name pattern (18F/11C-style notation) present, but no confirmed diagnostic study context (ClinicalTrials.gov Primary Purpose, or PET/imaging/radioligand wording in title or brief summary) was found — needs manual review",Non-Drug Intervention,Non-Drug Intervention,,low,False
[18F]-FEOBV Radiotracer,NCT05231798,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Amyloid PET tracer,high,False
[18F]-MFBG PET CT,NCT06120049,1,intervention type is DIAGNOSTIC_TEST,Diagnostic Agent,Diagnostic Agent,,medium,False
[18F]-MFBG PET dosimetry scans,NCT06120049,1,intervention type is DIAGNOSTIC_TEST,Diagnostic Agent,Diagnostic Agent,,medium,False
[18F]-PI-2620,NCT03510572; NCT03903211; NCT04566003; NCT05456503; NCT05641688,5,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Tau PET tracer,high,False
[18F]-PI2620,NCT04715750,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Tau PET tracer,high,False
[18F]-RO6958948,NCT02187627; NCT02792179; NCT03174938,3,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Tau PET tracer,high,False
[18F]APN-1607,NCT04141150; NCT05043675; NCT05542953; NCT07422857; NCT07752784,5,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,PET tracer,high,False
[18F]AV-45 PET,NCT01325259,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Tau PET tracer,high,False
[18F]AV-45 PET amyloid binding imaging,NCT01238458; NCT01871610,2,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Amyloid PET tracer,high,False
[18F]AZD4694,NCT00991419,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Amyloid PET tracer,high,False
[18F]CSF-23,NCT06148233,1,"isotope-labeled name pattern (18F/11C-style notation) present, but no confirmed diagnostic study context (ClinicalTrials.gov Primary Purpose, or PET/imaging/radioligand wording in title or brief summary) was found — needs manual review",Non-Drug Intervention,Non-Drug Intervention,,low,False
[18F]DPA-714 PET/ [18F]AV-45 PET/neuropsychological assessment,NCT02062099,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Tau PET tracer,high,False
[18F]F-AraG (PET tracer),NCT07611357,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,PET tracer,high,False
[18F]Flortaucipir Injection,NCT07580703,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Tau PET tracer,high,False
[18F]GTP1,NCT02640092; NCT03289143; NCT03828747; NCT03977584; NCT04394845; NCT04566003; NCT05464368,7,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Tau PET tracer,high,False
"[18F]MK-6240, ~160 MBq",NCT02562989,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Tau PET tracer,high,False
"[18F]MK-6240, ~185 MBq",NCT02562989,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Tau PET tracer,high,False
[18F]NAV4694,NCT01680588; NCT01812213; NCT01886820,3,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Amyloid PET tracer,high,False
[18F]RP-115 PET/MRI or PET/CT and MRI,NCT05374278,1,"isotope-labeled name pattern (18F/11C-style notation) present, but no confirmed diagnostic study context (ClinicalTrials.gov Primary Purpose, or PET/imaging/radioligand wording in title or brief summary) was found — needs manual review",Non-Drug Intervention,Non-Drug Intervention,,low,False
[18F]T807,NCT02370524,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Tau PET tracer,high,False
[18F]T807 ([18F]MNI-777),NCT02103894,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Tau PET tracer,high,False
[18F]T807 PET,NCT03022968,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Tau PET tracer,high,False
[18F]THK-5351,NCT02656498; NCT02884492; NCT03024944; NCT03112096,4,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,PET tracer,high,False
[18Fluor]AZD4694,NCT01325402,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Amyloid PET tracer,high,False
[C-11],NCT03746366,1,"isotope-labeled name pattern (18F/11C-style notation) present, but no confirmed diagnostic study context (ClinicalTrials.gov Primary Purpose, or PET/imaging/radioligand wording in title or brief summary) was found — needs manual review",Non-Drug Intervention,Non-Drug Intervention,,low,False
[C-11]PiB-PET/MRI,NCT03503331,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Amyloid PET tracer,high,False
[F-18]AV-1451-PET,NCT03809351,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Tau PET tracer,high,False
[F18] T807,NCT01733355,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Tau PET tracer,high,False
[F18] T808,NCT01723488,1,"isotope-labeled name pattern (18F/11C-style notation) present, but no confirmed diagnostic study context (ClinicalTrials.gov Primary Purpose, or PET/imaging/radioligand wording in title or brief summary) was found — needs manual review",Non-Drug Intervention,Non-Drug Intervention,,low,False
[F18]AV1451,NCT03939780,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Tau PET tracer,high,False
[F18]MK-6240,NCT03939780,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Tau PET tracer,high,False
[F18]RO-948,NCT03939780,1,intervention type is DIAGNOSTIC_TEST,Diagnostic Agent,Diagnostic Agent,,medium,False
amyloid PET,NCT03542656; NCT04604600; NCT06932809,3,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Amyloid PET tracer,high,False
blood sampling,NCT03939286; NCT07166744,2,"drug/biologic used as a pharmacological challenge/probe agent or for diagnostic-tool/contrast-imaging development in this trial, not as an investigational AD treatment",Diagnostic Agent,Diagnostic Agent,Tau PET tracer,high,False
cerebral 18F-FDG PET-CT,NCT04514328,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,PET tracer,high,False
cerebral RMI,NCT07367815,1,intervention type is DIAGNOSTIC_TEST,Diagnostic Agent,Diagnostic Agent,,medium,False
"clinical, functional, cognitive and psychiatric evaluations",NCT07166744,1,"drug/biologic used as a pharmacological challenge/probe agent or for diagnostic-tool/contrast-imaging development in this trial, not as an investigational AD treatment",Diagnostic Agent,Diagnostic Agent,Tau PET tracer,high,False
fMRI,NCT06080659,1,intervention type is DIAGNOSTIC_TEST,Diagnostic Agent,Diagnostic Agent,,medium,False
florbetapir F 18-PET,NCT02494531,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Amyloid PET tracer,high,False
flortaucipir F 18,NCT03901092,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Tau PET tracer,high,False
nasopharyngeal swab,NCT07166744,1,"drug/biologic used as a pharmacological challenge/probe agent or for diagnostic-tool/contrast-imaging development in this trial, not as an investigational AD treatment",Diagnostic Agent,Diagnostic Agent,Tau PET tracer,high,False
olfactory testing,NCT07021040,1,intervention type is DIAGNOSTIC_TEST,Diagnostic Agent,Diagnostic Agent,,medium,False
ptau217,NCT07666113,1,intervention type is DIAGNOSTIC_TEST,Diagnostic Agent,Diagnostic Agent,,medium,False
radioligand [18F]AZD4694,NCT00838877,1,matches a curated diagnostic/imaging tracer name,Diagnostic Agent,Diagnostic Agent,Amyloid PET tracer,high,False
scalp EEG and polysomnography,NCT03617497,1,intervention type is DIAGNOSTIC_TEST,Diagnostic Agent,Diagnostic Agent,,medium,False
scalp EEG with foramen ovale electrodes with polysomnography,NCT03617497,1,intervention type is DIAGNOSTIC_TEST,Diagnostic Agent,Diagnostic Agent,,medium,False
spinal fluid collection,NCT02770482,1,"drug/biologic used as a pharmacological challenge/probe agent or for diagnostic-tool/contrast-imaging development in this trial, not as an investigational AD treatment",Diagnostic Agent,Diagnostic Agent,Tau PET tracer,high,False
the Mississippi Aphasia Screening Test,NCT07558785,1,intervention type is DIAGNOSTIC_TEST,Diagnostic Agent,Diagnostic Agent,,medium,False
