nct_id,title,phase_clean,drug_type,target,status_clean,is_aribio,developed_drug,developed_drug_normalized,drug_classification,classification_reason,official_pipeline_match,official_source_url,verification_status,classification_confidence,needs_manual_review,pipeline_scope,scope_reason,scope_method,scope_confidence,manual_review_required,diagnostic_subtype
NCT05542953,[18F]APN-1607 PET in Subjects With AD Compared to HC,Phase 3,Small Molecule,Tau,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT01715181,Volunteers Adding Life in Dementia: VALID,NA,Non-Drug/Behavioral,Other,Trial Completed,False,Volunteer visits,volunteer visits,investigational_therapeutic_unverified,sole investigational candidate identified (Volunteer visits); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT06570928,Use of a Cannabinoids as a Treatment Strategy for Alzheimer's Disease,Phase 2,Non-Drug/Behavioral,Other,Trial Completed,False,Cannabis,cannabis,investigational_therapeutic_unverified,sole investigational candidate identified (Cannabis); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT06257563,Toolkit for Experiential Well-beiNg in Dementia (TEND),NA,Non-Drug/Behavioral,Other,Discontinued,False,Isle of TEND Intervention,isle of tend intervention,investigational_therapeutic_unverified,sole investigational candidate identified (Isle of TEND Intervention); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT01309763,Safety and Tolerability of AFFITOPE AD03,Phase 1,Biologic,Amyloid,Trial Completed,False,AFFITOPE AD03; AFFITOPE AD03 + Alum,affitope ad03 affitope ad03 alum,investigational_therapeutic_unverified,multiple unverified investigational candidates found (AFFITOPE AD03; AFFITOPE AD03 + Alum) — could not resolve to a single drug,False,,multiple_candidates_unresolved,low,True,Needs Review,multiple distinct unverified candidates found in one trial — scope not determined at trial level,rule_classification,low,True,
NCT04203121,The Safety and Scientific Validity of Low-dose Whole Brain Radiotherapy in Alzheimer's Disease.,NA,Non-Drug/Behavioral,Other,Unknown,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT05642052,Feasibility Study of a Community Pilot Project for the Prevention of Alzheimer's Disease: the KetoHome Study.,NA,Dietary Supplement,Other,Trial Completed,False,,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",False,,no_match,low,True,Needs Review,no therapeutic candidate; trial has unresolved/uncertain interventions,rule_classification,low,True,
NCT02839187,Neuro Imaging and Multimodal Alzheimer's Disease,NA,Non-Drug/Behavioral,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT02040987,AZD3293 Thorough QT Study in Healthy Male Volunteers,Phase 1,Small Molecule,Amyloid,Trial Completed,False,AZD3293,azd3293,investigational_therapeutic_unverified,sole investigational candidate identified (AZD3293); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT01371214,Preventing Loss of Independence Through Exercise (PLIÉ) - Pilot,Phase 1,Non-Drug/Behavioral,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT00018291,Specific Interventions for Agitation in Alzheimer's Disease,NA,Small Molecule,Neuropsychiatric,Trial Completed,False,Risperidone,risperidone,investigational_therapeutic_unverified,sole investigational candidate identified (Risperidone); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT05200897,Transdermal Trigeminal Electrical Neuromodulation on Mild Cognitive Impairment With Insomnia,NA,Device,Other,Unknown,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT02646982,Candesartan's Effects on Alzheimer's Disease And Related Biomarkers,Phase 2,Small Molecule,Other,Trial Completed,False,Candesartan,candesartan,investigational_therapeutic_unverified,sole investigational candidate identified (Candesartan); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT00987090,Early-onset and Late-onset Sporadic Alzheimer's Disease (AD),NA,Biologic,Other,Unknown,False,,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",False,,no_match,low,True,Needs Review,no therapeutic candidate; trial has unresolved/uncertain interventions,rule_classification,low,True,
NCT05748613,Anxiety Sensitivity Treatment to Reduce Anxiety in Alzheimer's,NA,Non-Drug/Behavioral,Neuropsychiatric,Active,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT04099823,MR Evaluation of Cerebrospinal Fluid (CSF) Dynamics,NA,Non-Drug/Behavioral,Other,Active,False,,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",False,,no_match,low,True,Needs Review,no therapeutic candidate; trial has unresolved/uncertain interventions,rule_classification,low,True,
NCT02017340,A Phase III Trial of Nilvadipine to Treat Alzheimer's Disease,Phase 3,Small Molecule,Other,Trial Completed,False,Nilvadipine,nilvadipine,investigational_therapeutic_unverified,sole investigational candidate identified (Nilvadipine); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT01994889,Safety and Efficacy of Tafamidis in Patients With Transthyretin Cardiomyopathy,Phase 3,Small Molecule,Other,Trial Completed,False,,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",False,,no_match,low,True,Needs Review,no therapeutic candidate; trial has unresolved/uncertain interventions,rule_classification,low,True,
NCT07496918,"Brain Effects of Gamma Frequency Sensory Stimulation (40Hz Light, Sound and Other Devices)",Phase 2,Device,Other,Active,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT05377060,Disclosing Dementia Risk Based on Plasma Phosphorylated Tau,NA,Non-Drug/Behavioral,Tau,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT01852110,Efficacy and Safety of MK-7622 as Adjunct Therapy in Participants With Alzheimer's Disease (MK-7622-012),Phase 2,Small Molecule,Other,Discontinued,False,MK-7622,mk 7622,investigational_therapeutic_unverified,sole investigational candidate identified (MK-7622); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT00165659,"A Multi-Center, Randomized, Double-Blind, Parallel Group Study With 3 Groups Receiving Placebo, 5 mg of E2020 and 10 mg of E2020",Phase 2,Small Molecule,Symptomatic,Trial Completed,False,Donepezil,donepezil,investigational_therapeutic_unverified,sole investigational candidate identified (DONEPEZIL HYDROCHLORIDE); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT06041789,Effect of Acetylcholinesterase Inhibitors on Bone Metabolism,Phase 2,Small Molecule,Symptomatic,Active,False,,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",False,,no_match,low,True,Needs Review,no therapeutic candidate; trial has unresolved/uncertain interventions,rule_classification,low,True,
NCT01767909,The Study of Nasal Insulin in the Fight Against Forgetfulness (SNIFF),Phase 2/Phase 3,Small Molecule,Metabolism,Trial Completed,False,Insulin (Humulin® R U-100),insulin humulin r u 100,investigational_therapeutic_unverified,sole investigational candidate identified (Insulin (Humulin® R U-100)); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT03954899,Disease Modifying Potential of 5mg of Melatonin on Cognition and Brain Health in Aging,NA,Dietary Supplement,Other,Active,False,melatonin,melatonin,investigational_therapeutic_unverified,sole investigational candidate identified (melatonin); not yet confirmed via official pipeline,False,,no_match,medium,True,Non-Drug Intervention,dietary supplement / nutraceutical — excluded from the default therapeutic view unless curated as a genuine investigational program (data/reference/intervention_scope_overrides.csv),rule_type,medium,False,
NCT03748706,PTI-125 for Mild-to-moderate Alzheimer's Disease Patients,Phase 2,Small Molecule,Other,Trial Completed,False,PTI-125,pti 125,investigational_therapeutic_unverified,sole investigational candidate identified (PTI-125); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT02463084,Macronutrient Effects on Alzheimer's Disease (MEAL-2),NA,Non-Drug/Behavioral,Other,Trial Completed,False,,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",False,,no_match,low,True,Needs Review,no therapeutic candidate; trial has unresolved/uncertain interventions,rule_classification,low,True,
NCT01972204,Intensive Instruction on the Use of Aricept,NA,Non-Drug/Behavioral,Symptomatic,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT03204604,The Brain Ketone Body Challenge Imaging Study,NA,Dietary Supplement,Other,Discontinued,False,,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",False,,no_match,low,True,Needs Review,no therapeutic candidate; trial has unresolved/uncertain interventions,rule_classification,low,True,
NCT03896698,Feasibility Study of Transcranial Ultrasound Stimulation on Alzheimer's Disease Patients,NA,Device,Other,Unknown,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT06563895,Acoramidis Transthyretin Amyloidosis Prevention Trial in the Young (ACT-EARLY) Study in Asymptomatic Carriers of a Pathogenic TTR Variant,Phase 3,Small Molecule,Amyloid,Active,False,Acoramidis,acoramidis,investigational_therapeutic_unverified,sole investigational candidate identified (Acoramidis); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT01126099,Prazosin Treatment for Disruptive Agitation in Alzheimer's Disease,NA,Small Molecule,Neuropsychiatric,Trial Completed,False,Prazosin,prazosin,investigational_therapeutic_unverified,sole investigational candidate identified (Prazosin); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT00088387,Effect of Lithium and Divalproex in Alzheimer's Disease,Phase 2,Small Molecule,Other,Trial Completed,False,,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",False,,no_match,low,True,Needs Review,no therapeutic candidate; trial has unresolved/uncertain interventions,rule_classification,low,True,
NCT06291909,Small Steps Towards Improving Activity and Sleep Habits to Decrease the Risk of Dementia,NA,Non-Drug/Behavioral,Neuropsychiatric,Active,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT05619263,Emergency Preparedness for Caregivers of Persons With Dementia: Disaster PrepWise,NA,Non-Drug/Behavioral,Other,Active,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT05719077,Pilot Testing Dementia-Enhanced Training and Tool for Home Hospice Clinicians,NA,Non-Drug/Behavioral,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT02792257,Trial of Dronabinol Adjunctive Treatment of Agitation in Alzheimer's Disease,Phase 2,Small Molecule,Neuropsychiatric,Trial Completed,False,Dronabinol,dronabinol,investigational_therapeutic_unverified,sole investigational candidate identified (Dronabinol (Marinol®)); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT03058965,Phase 0 Evaluation of [18F]MNI-958 as a Potential PET Radioligand for Imaging Tau Protein in the Brain,Early Phase 1,Small Molecule,Amyloid,Trial Completed,False,,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",False,,no_match,low,True,Needs Review,no therapeutic candidate; trial has unresolved/uncertain interventions,rule_classification,low,True,
NCT05655195,Chronic Treatment of Alzheimer's Disease by Gamma Light and Sound Therapy,NA,Device,Other,Active,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT01314131,Use of Autobiographical and Interest Assessment for a Better Stimulation of Patients in Nursing Home,NA,Non-Drug/Behavioral,Other,Unknown,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT03113812,Repeated Subcutaneous Administration of ABvac40 in Mild to Moderate Alzheimer's Disease Patients,Phase 1,Small Molecule,Amyloid,Trial Completed,False,ABvac40,abvac40,investigational_therapeutic_unverified,sole investigational candidate identified (ABvac40); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT01072812,Study of the Pharmacokinetics and Pharmacodynamics of POSIPHEN® in Subjects With Amnestic Mild Cognitive Impairment,Phase 1,Small Molecule,Neuroprotection,Discontinued,False,Posiphen,posiphen,investigational_therapeutic_unverified,sole investigational candidate identified (Posiphen® tartrate); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT07217912,Daridorexant to Prevent Post-cardiotomy Delirium,Phase 2,Small Molecule,Neuropsychiatric,Active,False,Daridorexant,daridorexant,investigational_therapeutic_unverified,sole investigational candidate identified (Daridorexant); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT05323812,ASURE: Alzheimer Study Using oRal Edaravone,Phase 2,Small Molecule,Other,Trial Completed,False,TW001,tw001,investigational_therapeutic_unverified,sole investigational candidate identified (TW001); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT03049501,Caring for the Caregiver Network,NA,Non-Drug/Behavioral,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT03959124,Deep Brain Stimulation for Alzheimer's Disease,NA,Device,Other,Unknown,False,Best medical treatment for Alzheimer's disease,best medical treatment for alzheimer s disease,investigational_therapeutic_unverified,sole investigational candidate identified (Best medical treatment for Alzheimer's disease); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT07120347,Remote Sensing for ADRD-Specific Activities Identification in Older Adults,NA,Non-Drug/Behavioral,Other,Active,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT00380276,Open-Label Treatment With MPC-7869 for Patients With Alzheimer's Who Previously Participated in an MPC-7869 Protocol,Phase 3,Small Molecule,Amyloid,Discontinued,False,MPC-7869,mpc 7869,investigational_therapeutic_unverified,sole investigational candidate identified (MPC-7869); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT06657768,A Study of LY4006895 in Healthy Participants With Early Symptomatic Alzheimer's Disease (AD),Phase 1,Small Molecule,Other,Active,False,LY4006895,ly4006895,investigational_therapeutic_unverified,sole investigational candidate identified (LY4006895); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT01137526,Efficacy and Safety Study of ABT-384 in Subjects With Mild-to-Moderate Alzheimer's Disease,Phase 2,Small Molecule,Symptomatic,Trial Completed,False,ABT-384,abt 384,investigational_therapeutic_unverified,sole investigational candidate identified (ABT-384); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT05077826,Enhancing Memory in Mild Cognitive Impairment and Early Stage Alzheimer's Disease,NA,Device,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT00031018,Prevention of Cognitive Decline in Alzheimer's Disease by Ingested Interferon Alpha,Phase 2,Small Molecule,Symptomatic,Unknown,False,IFN-alpha2A,ifn alpha2a,investigational_therapeutic_unverified,sole investigational candidate identified (IFN-alpha2A); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT02336360,Augmenting Flortaucipir Dosimetry Estimates,Phase 1,Small Molecule,Tau,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT03866018,Contribution of Physical Activity to Self-esteem and Motivation in Older Adults With Minor to Major Cognitive Disorders Such as Alzheimer's Disease or Related Disorders,NA,Non-Drug/Behavioral,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT00916617,Study Evaluating The Long-Term Safety And Efficacy Of Subcutaneous Bapineuzumab,Phase 2,Biologic,Amyloid,Discontinued,False,bapineuzumab,bapineuzumab,investigational_therapeutic_unverified,sole investigational candidate identified (bapineuzumab); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT06078891,Does BCG Vaccination Reduce Biomarkers of Alzheimer's Disease?,Early Phase 1,Biologic,Other,Active,False,Bacillus Calmette-Guerin (BCG),bacillus calmette guerin bcg,investigational_therapeutic_unverified,sole investigational candidate identified (BCG vaccine); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT06880510,"The Locus Coeruleus, Norepinephrine and Cognitive Aging",NA,Device,Other,Active,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT00692510,Drug Interaction Study Between AZD3480 and Cytochrome P450,Phase 1,Small Molecule,Metabolism,Trial Completed,False,"AZD3480; Cocktail mix (Caffeine, Bupropion, Rosiglitazone, Omeprazole, Midazolam, Bilirubin)",azd3480 cocktail mix caffeine bupropion rosiglitazone omeprazole midazolam bilirubin,investigational_therapeutic_unverified,"multiple unverified investigational candidates found (AZD3480; Cocktail mix (Caffeine, Bupropion, Rosiglitazone, Omeprazole, Midazolam, Bilirubin)) — could not resolve to a single drug",False,,multiple_candidates_unresolved,low,True,Needs Review,multiple distinct unverified candidates found in one trial — scope not determined at trial level,rule_classification,low,True,
NCT00253123,A Study of the Effectiveness and Safety of Risperidone Versus Placebo in the Treatment of Behavioral Disturbances in Patients With Dementia,Phase 3,Small Molecule,Neuropsychiatric,Trial Completed,False,risperidone,risperidone,investigational_therapeutic_unverified,sole investigational candidate identified (risperidone); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT00605046,Evaluation of [123I] AV151 and SPECT in Subjects w/ AD in Comparison to Healthy Subjects,Phase 1,Small Molecule,Other,Discontinued,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT00838110,A Phase 3 Study To Evaluate The Safety And Tolerability Of Dimebon Patients With Mild To Moderate Alzheimer's Disease,Phase 3,Small Molecule,Neuroprotection,Trial Completed,False,Dimebon,dimebon,investigational_therapeutic_unverified,sole investigational candidate identified (Dimebon); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT04146688,Nonverbal Communication in Aged People,NA,Non-Drug/Behavioral,Other,Trial Completed,False,Music Balance Board,music balance board,investigational_therapeutic_unverified,sole investigational candidate identified (Music Balance Board); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT07208734,Personalized Brain Stimulation for Cognitive Impairment in Older Adults,NA,Device,Other,Active,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT06147999,Impact of a Biophoton Therapy on Patients With Brain Disorders,NA,Device,Other,Active,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT07694921,Effect and Safety of Non-invasive Electrical Stimulation in Alzheimer's Disease,NA,Device,Other,Active,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT03090516,Clinical Efficacy of Ginkgo Biloba Extract in the Treatment of Alzheimer's Disease,Phase 2/Phase 3,Small Molecule,Symptomatic,Unknown,False,Ginkgo biloba,ginkgo biloba,investigational_therapeutic_unverified,sole investigational candidate identified (Ginkgo biloba dispersible); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT03605667,Study of BHV-4157 in Alzheimer's Disease,Phase 2,Small Molecule,Other,Trial Completed,False,troriluzole,troriluzole,investigational_therapeutic_unverified,sole investigational candidate identified (troriluzole); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT06728436,Testing the Effects of a Text Message Caregiver Support Intervention for Latinos,NA,Non-Drug/Behavioral,Other,Active,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT06245499,Aging Brain Care Virtual Program,NA,Non-Drug/Behavioral,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT00555204,Safety and Efficacy Study of ABT-089 in Adults With Mild to Moderate Alzheimer's Disease,Phase 2,Small Molecule,Symptomatic,Discontinued,False,ABT-089,abt 089,investigational_therapeutic_unverified,sole investigational candidate identified (ABT-089); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT02931136,Early Diagnosis and Early Treatment of Alzheimer's Disease Based on Senile Plaque Imaging,Phase 4,Small Molecule,Symptomatic,Unknown,False,Huperzine A,huperzine a,investigational_therapeutic_unverified,sole investigational candidate identified (Huperzine A); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT03987464,Platform-based Mild Cognitive Impairment (MCI) Trial,NA,Non-Drug/Behavioral,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT04312399,Hormone Replacement Trial Against ALzheimers' Disease,NA,Non-Drug/Behavioral,Other,Active,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT00245206,Side Effects of Newer Antipsychotics in Older Adults,Phase 4,Small Molecule,Neuropsychiatric,Trial Completed,False,Risperidone,risperidone,investigational_therapeutic_unverified,sole investigational candidate identified (Risperidone); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT04604600,Multimodal Biomarkers for Diagnosis and Prognosis in VCI,Phase 3,Small Molecule,Amyloid,Unknown,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT00988598,"A Brief Study To Evaluate The Safety, Tolerability, And Blood Levels Of Multiple Doses Of PF-044467943 Or Placebo In Combination With Donepezil In Subjects With Mild To Moderate Alzheimer's Disease",Phase 1,Small Molecule,Neuroprotection,Trial Completed,False,PF-04447943,pf 04447943,investigational_therapeutic_unverified,sole investigational candidate identified (PF-04447943); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
